Tool IDs,Sample ID,Angle,Filepath,Lights,Make,Model,Flash,ISO,Exposure,Aperture,Focal length (mm),Time Taken,Image ID,Capture Session ID
16,16,270,images/16/IMG_0586.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-02T18:22:49.207-04:00,image-edacb018de9abb72,session-2026-09-02-006
16,16,315,images/16/IMG_0587.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-02T18:23:37.744-04:00,image-8c3cd92a971ceb87,session-2026-09-02-006
16,17,0,images/16/IMG_0588.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-02T18:24:17.883-04:00,image-6d17eba8cea9c668,session-2026-09-02-006
16,17,45,images/16/IMG_0590.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-02T18:25:09.396-04:00,image-566eb4f9f4daeb75,session-2026-09-02-006
16,17,90,images/16/IMG_0592.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-02T18:26:31.381-04:00,image-0123419070c3bf33,session-2026-09-02-006
16,17,135,images/16/IMG_0593.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-02T18:26:59.337-04:00,image-cb9f609847bdb9aa,session-2026-09-02-006
16,17,180,images/16/IMG_0594.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:28:11.413-04:00,image-623b73eb9d788d3f,session-2026-09-02-006
16,17,225,images/16/IMG_0595.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-02T18:28:26.296-04:00,image-6a398a891a120a14,session-2026-09-02-006
16,17,270,images/16/IMG_0596.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:29:17.368-04:00,image-657a6b43b3e3e74b,session-2026-09-02-006
16,17,315,images/16/IMG_0598.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:29:46.781-04:00,image-d4b79f6b428446d0,session-2026-09-02-006
16,18,0,images/16/IMG_0599.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:32:02.959-04:00,image-611e2dfcc4e38df3,session-2026-09-02-006
16,18,45,images/16/IMG_0600.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:32:31.154-04:00,image-9d23a53d4d27ae15,session-2026-09-02-006
16,18,90,images/16/IMG_0601.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:32:50.663-04:00,image-9db53e592a957337,session-2026-09-02-006
16,18,135,images/16/IMG_0603.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:33:30.229-04:00,image-d35b83fe7d01848a,session-2026-09-02-006
16,18,180,images/16/IMG_0604.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:34:03.879-04:00,image-dc202cdaf00e664b,session-2026-09-02-006
16,18,225,images/16/IMG_0605.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:34:24.700-04:00,image-cc916189f15b0bfa,session-2026-09-02-006
16,18,270,images/16/IMG_0606.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:34:50.399-04:00,image-5e7bfc2762e64323,session-2026-09-02-006
16,18,315,images/16/IMG_0607.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:35:16.210-04:00,image-7236ee91b9fe3989,session-2026-09-02-006
16,19,0,images/16/IMG_0609.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:39:42.266-04:00,image-dc8fc6c3fbc0b06e,session-2026-09-02-006
16,19,45,images/16/IMG_0610.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:39:57.766-04:00,image-c67e1c9fd0e8df24,session-2026-09-02-006
16,19,90,images/16/IMG_0612.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:41:02.591-04:00,image-d7e074768eeaa2cd,session-2026-09-02-006
16,19,135,images/16/IMG_0613.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-02T18:41:25.785-04:00,image-45ee8f1818c7dd24,session-2026-09-02-006
16,19,180,images/16/IMG_0614.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-02T18:42:18.193-04:00,image-26f1379cf832e25a,session-2026-09-02-006
16,19,225,images/16/IMG_0615.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:42:48.461-04:00,image-4354291eeb43b413,session-2026-09-02-006
16,19,270,images/16/IMG_0617.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:43:50.463-04:00,image-2d79e135c373f89e,session-2026-09-02-006
16,19,315,images/16/IMG_0618.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-02T18:44:38.010-04:00,image-106e3b1c1a443e63,session-2026-09-02-006
16,20,0,images/16/IMG_0626.jpg,FALSE,Apple,iPhone 17,FALSE,2000,1/15,1.6,5.96,2026-09-02T19:35:46.795-04:00,image-044c8696c2ff5b22,session-2026-09-02-006
16,20,45,images/16/IMG_0628.jpg,FALSE,Apple,iPhone 17,FALSE,2500,1/15,1.6,5.96,2026-09-02T19:36:06.029-04:00,image-28b6c3bf9b09f387,session-2026-09-02-006
16,20,90,images/16/IMG_0629.jpg,FALSE,Apple,iPhone 17,FALSE,2500,1/15,1.6,5.96,2026-09-02T19:36:22.886-04:00,image-12f91c1a9d828711,session-2026-09-02-006
16,20,135,images/16/IMG_0631.jpg,FALSE,Apple,iPhone 17,FALSE,2500,1/15,1.6,5.96,2026-09-02T19:36:37.700-04:00,image-f66267e9e58fd26e,session-2026-09-02-006
16,20,180,images/16/IMG_0632.jpg,FALSE,Apple,iPhone 17,FALSE,2500,1/15,1.6,5.96,2026-09-02T19:36:54.403-04:00,image-6a9d077c85ef895b,session-2026-09-02-006
16,20,225,images/16/IMG_0634.jpg,FALSE,Apple,iPhone 17,FALSE,2500,1/15,1.6,5.96,2026-09-02T19:37:18.911-04:00,image-3e03dd67c2886716,session-2026-09-02-006
16,20,270,images/16/IMG_0635.jpg,FALSE,Apple,iPhone 17,FALSE,2500,1/15,1.6,5.96,2026-09-02T19:37:34.826-04:00,image-32b3f250db6da222,session-2026-09-02-006
16,20,315,images/16/IMG_0636.jpg,FALSE,Apple,iPhone 17,FALSE,2500,1/15,1.6,5.96,2026-09-02T19:37:46.332-04:00,image-40e3511578b67223,session-2026-09-02-006
16,21,0,images/16/IMG_0637.jpg,FALSE,Apple,iPhone 17,FALSE,2500,1/15,1.6,5.96,2026-09-02T19:38:17.897-04:00,image-0a1e90552c21d823,session-2026-09-02-006
16,21,45,images/16/IMG_0638.jpg,FALSE,Apple,iPhone 17,FALSE,3200,1/15,1.6,5.96,2026-09-02T19:38:32.239-04:00,image-56a61944f7718988,session-2026-09-02-006
16,21,90,images/16/IMG_0639.jpg,FALSE,Apple,iPhone 17,FALSE,2500,1/15,1.6,5.96,2026-09-02T19:38:41.409-04:00,image-109beff0ab1c634a,session-2026-09-02-006
16,21,135,images/16/IMG_0640.jpg,FALSE,Apple,iPhone 17,FALSE,2500,1/15,1.6,5.96,2026-09-02T19:39:01.530-04:00,image-66abe9426d7a2158,session-2026-09-02-006
16,21,180,images/16/IMG_0641.jpg,FALSE,Apple,iPhone 17,FALSE,3200,1/15,1.6,5.96,2026-09-02T19:39:17.638-04:00,image-9f7418bf92110b47,session-2026-09-02-006
16,21,225,images/16/IMG_0642.jpg,FALSE,Apple,iPhone 17,FALSE,2500,1/15,1.6,5.96,2026-09-02T19:39:32.441-04:00,image-9f0e88116b2f34cd,session-2026-09-02-006
16,21,270,images/16/IMG_0644.jpg,FALSE,Apple,iPhone 17,FALSE,3200,1/15,1.6,5.96,2026-09-02T19:40:02.927-04:00,image-a669ce097b725033,session-2026-09-02-006
16,21,315,images/16/IMG_0645.jpg,FALSE,Apple,iPhone 17,FALSE,2500,1/15,1.6,5.96,2026-09-02T19:40:13.962-04:00,image-38917c5e25e58837,session-2026-09-02-006
16,22,0,images/16/IMG_0646.jpg,FALSE,Apple,iPhone 17,FALSE,2500,1/15,1.6,5.96,2026-09-02T19:40:56.430-04:00,image-7c18174f893ff233,session-2026-09-02-006
16,22,45,images/16/IMG_0647.jpg,FALSE,Apple,iPhone 17,FALSE,3200,1/15,1.6,5.96,2026-09-02T19:41:20.070-04:00,image-5865d05bf70e076c,session-2026-09-02-006
16,22,90,images/16/IMG_0648.jpg,FALSE,Apple,iPhone 17,FALSE,2500,1/15,1.6,5.96,2026-09-02T19:41:38.926-04:00,image-fb337c681a41ec19,session-2026-09-02-006
16,22,135,images/16/IMG_0649.jpg,FALSE,Apple,iPhone 17,FALSE,3200,1/15,1.6,5.96,2026-09-02T19:42:47.405-04:00,image-d907fa09878e1c2a,session-2026-09-02-006
16,22,180,images/16/IMG_0650.jpg,FALSE,Apple,iPhone 17,FALSE,3200,1/15,1.6,5.96,2026-09-02T19:43:17.547-04:00,image-1c6fc9e6cd71814a,session-2026-09-02-006
16,22,225,images/16/IMG_0651.jpg,FALSE,Apple,iPhone 17,FALSE,3200,1/15,1.6,5.96,2026-09-02T19:43:35.681-04:00,image-c07b77a4c52822b8,session-2026-09-02-006
16,22,270,images/16/IMG_0652.jpg,FALSE,Apple,iPhone 17,FALSE,3200,1/15,1.6,5.96,2026-09-02T19:43:54.086-04:00,image-a5a2ebb7a570147a,session-2026-09-02-006
16,22,315,images/16/IMG_0653.jpg,FALSE,Apple,iPhone 17,FALSE,3200,1/15,1.6,5.96,2026-09-02T19:44:33.506-04:00,image-5124784ec7e7ba31,session-2026-09-02-006
16,23,0,images/16/IMG_0654.jpg,FALSE,Apple,iPhone 17,FALSE,4000,1/15,1.6,5.96,2026-09-02T19:45:08.733-04:00,image-c462fe1ecc65d573,session-2026-09-02-006
16,23,45,images/16/IMG_0655.jpg,FALSE,Apple,iPhone 17,FALSE,4000,1/15,1.6,5.96,2026-09-02T19:45:25.149-04:00,image-712bd6fe9db99862,session-2026-09-02-006
16,23,90,images/16/IMG_0656.jpg,FALSE,Apple,iPhone 17,FALSE,3200,1/15,1.6,5.96,2026-09-02T19:45:35.918-04:00,image-cd6bdd084364d49f,session-2026-09-02-006
16,23,135,images/16/IMG_0657.jpg,FALSE,Apple,iPhone 17,FALSE,3200,1/15,1.6,5.96,2026-09-02T19:45:47.708-04:00,image-0eef4afec2368ccf,session-2026-09-02-006
16,23,180,images/16/IMG_0658.jpg,FALSE,Apple,iPhone 17,FALSE,4000,1/15,1.6,5.96,2026-09-02T19:45:59.669-04:00,image-a1b9036f9b7d7800,session-2026-09-02-006
16,23,225,images/16/IMG_0659.jpg,FALSE,Apple,iPhone 17,FALSE,4000,1/15,1.6,5.96,2026-09-02T19:46:13.027-04:00,image-d3ab4553b1e490ec,session-2026-09-02-006
16,23,270,images/16/IMG_0660.jpg,FALSE,Apple,iPhone 17,FALSE,4000,1/15,1.6,5.96,2026-09-02T19:46:23.637-04:00,image-fb40d9147c54eb90,session-2026-09-02-006
16,23,315,images/16/IMG_0662.jpg,FALSE,Apple,iPhone 17,FALSE,4000,1/15,1.6,5.96,2026-09-02T19:47:04.780-04:00,image-70bce60eb7bb5de0,session-2026-09-02-006
22,24,0,images/22/IMG_0664.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-03T15:18:53.162-04:00,image-ca23d537b27a55e7,session-2026-09-03-007
22,24,45,images/22/IMG_0665.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:19:07.657-04:00,image-b8adb0740c5e1c9e,session-2026-09-03-007
22,24,90,images/22/IMG_0667.jpg,TRUE,Apple,iPhone 17,FALSE,160,1/60,1.6,5.96,2026-09-03T15:19:50.355-04:00,image-5323a72f5d418595,session-2026-09-03-007
22,24,135,images/22/IMG_0668.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-03T15:20:08.489-04:00,image-631b1a8518325808,session-2026-09-03-007
22,24,180,images/22/IMG_0669.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:20:23.166-04:00,image-4084fed03dcd782c,session-2026-09-03-007
22,24,225,images/22/IMG_0671.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:20:33.649-04:00,image-191392b73abbc91a,session-2026-09-03-007
22,24,270,images/22/IMG_0672.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:20:49.132-04:00,image-428f966d3aed0e9e,session-2026-09-03-007
22,24,315,images/22/IMG_0673.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:21:04.671-04:00,image-97fbf698150c016f,session-2026-09-03-007
22,25,0,images/22/IMG_0674.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-03T15:22:01.097-04:00,image-2071eec7f35a3108,session-2026-09-03-007
22,25,45,images/22/IMG_0675.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-03T15:22:21.501-04:00,image-b2decb732e0994cd,session-2026-09-03-007
22,25,90,images/22/IMG_0676.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-03T15:23:04.247-04:00,image-167910f654a9c5fc,session-2026-09-03-007
22,25,135,images/22/IMG_0677.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-03T15:23:22.277-04:00,image-1029021f06b6f27c,session-2026-09-03-007
22,25,180,images/22/IMG_0678.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:24:08.897-04:00,image-0a2713f596bc4aac,session-2026-09-03-007
22,25,225,images/22/IMG_0679.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:24:25.425-04:00,image-e30f30462343173b,session-2026-09-03-007
22,25,270,images/22/IMG_0680.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:24:56.440-04:00,image-73758df545b9d2f9,session-2026-09-03-007
22,25,315,images/22/IMG_0681.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-03T15:25:25.250-04:00,image-74fd040cfedeb9dd,session-2026-09-03-007
22,26,0,images/22/IMG_0682.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-03T15:28:39.683-04:00,image-5efd11a5eb545c45,session-2026-09-03-007
22,26,45,images/22/IMG_0683.jpg,TRUE,Apple,iPhone 17,FALSE,100,1/60,1.6,5.96,2026-09-03T15:28:50.500-04:00,image-26cf948541903772,session-2026-09-03-007
22,26,90,images/22/IMG_0684.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:29:12.632-04:00,image-6f34c02484545c9a,session-2026-09-03-007
22,26,135,images/22/IMG_0686.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:30:48.409-04:00,image-53ad55181d0e7249,session-2026-09-03-007
22,26,180,images/22/IMG_0687.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:31:15.575-04:00,image-9192b729d7981ce1,session-2026-09-03-007
22,26,225,images/22/IMG_0688.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:31:51.131-04:00,image-8e3e61bbc5aa35f3,session-2026-09-03-007
22,26,270,images/22/IMG_0689.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:32:30.819-04:00,image-71ef8b1dd8eed47c,session-2026-09-03-007
22,26,315,images/22/IMG_0690.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:33:00.249-04:00,image-66dce5167db58f1d,session-2026-09-03-007
22,27,0,images/22/IMG_0691.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:33:52.230-04:00,image-fe02b993e09cd37d,session-2026-09-03-007
22,27,45,images/22/IMG_0692.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:34:09.455-04:00,image-2f94e50ded0ddbc5,session-2026-09-03-007
22,27,90,images/22/IMG_0693.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:34:43.844-04:00,image-5ac0e56cbcd73bf7,session-2026-09-03-007
22,27,135,images/22/IMG_0695.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:35:12.958-04:00,image-111464cc23fda808,session-2026-09-03-007
22,27,180,images/22/IMG_0696.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:35:39.283-04:00,image-78ad0b9c1879b5c9,session-2026-09-03-007
22,27,225,images/22/IMG_0697.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:35:55.394-04:00,image-0ba8af9772e4221d,session-2026-09-03-007
22,27,270,images/22/IMG_0698.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:36:28.158-04:00,image-3d2a6e7108550ce0,session-2026-09-03-007
22,27,315,images/22/IMG_0699.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T15:36:54.733-04:00,image-aed88e8febc23f93,session-2026-09-03-007
22,28,0,images/22/IMG_0700.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:40:10.046-04:00,image-5a027e7a4f74d305,session-2026-09-03-007
22,28,45,images/22/IMG_0701.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:40:35.128-04:00,image-d492d23990e52d88,session-2026-09-03-007
22,28,90,images/22/IMG_0702.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:41:00.362-04:00,image-1b4e358c22e6e73d,session-2026-09-03-007
22,28,135,images/22/IMG_0703.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:41:16.073-04:00,image-b445f762dac2dae1,session-2026-09-03-007
22,28,180,images/22/IMG_0704.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:41:28.760-04:00,image-937a72d360e6155b,session-2026-09-03-007
22,28,225,images/22/IMG_0705.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:41:45.717-04:00,image-7cc0060799bab76e,session-2026-09-03-007
22,28,270,images/22/IMG_0706.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:42:26.768-04:00,image-005b92267fc644e1,session-2026-09-03-007
22,28,315,images/22/IMG_0707.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:42:45.446-04:00,image-005a5a3a4b8b27b3,session-2026-09-03-007
22,29,0,images/22/IMG_0708.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:44:07.717-04:00,image-7bd5b9bb7d2fe6ba,session-2026-09-03-007
22,29,45,images/22/IMG_0709.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:44:25.799-04:00,image-61f4030d55ddaefa,session-2026-09-03-007
22,29,90,images/22/IMG_0710.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:45:05.127-04:00,image-747d494b9d6e0d17,session-2026-09-03-007
22,29,135,images/22/IMG_0711.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:45:23.203-04:00,image-add7f9767d4d5463,session-2026-09-03-007
22,29,180,images/22/IMG_0712.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:45:41.422-04:00,image-408a62375522db9e,session-2026-09-03-007
22,29,225,images/22/IMG_0713.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:46:03.567-04:00,image-60d8874bf39cb462,session-2026-09-03-007
22,29,270,images/22/IMG_0714.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:46:18.463-04:00,image-418e99194b3e87e6,session-2026-09-03-007
22,29,315,images/22/IMG_0716.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:47:10.673-04:00,image-68162b77b07c61e1,session-2026-09-03-007
22,30,0,images/22/IMG_0717.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:48:01.780-04:00,image-ca5c5ac82f969527,session-2026-09-03-007
22,30,45,images/22/IMG_0718.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:48:15.522-04:00,image-3ff0922836090271,session-2026-09-03-007
22,30,90,images/22/IMG_0719.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:48:46.134-04:00,image-02061ce79cd4cd04,session-2026-09-03-007
22,30,135,images/22/IMG_0720.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:49:04.537-04:00,image-aea0d82fbc77977d,session-2026-09-03-007
22,30,180,images/22/IMG_0721.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:49:26.230-04:00,image-c014951f2027ffa9,session-2026-09-03-007
22,30,225,images/22/IMG_0722.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:49:47.931-04:00,image-d0fdfd3c187088b0,session-2026-09-03-007
22,30,270,images/22/IMG_0723.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:50:07.670-04:00,image-9d09982613990a53,session-2026-09-03-007
22,30,315,images/22/IMG_0724.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:51:09.194-04:00,image-b5c7c08f430ce8b2,session-2026-09-03-007
22,31,0,images/22/IMG_0725.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:51:48.623-04:00,image-0d1e9431d96a4895,session-2026-09-03-007
22,31,45,images/22/IMG_0726.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:52:16.214-04:00,image-64484f382d270bed,session-2026-09-03-007
22,31,90,images/22/IMG_0727.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:52:51.335-04:00,image-e5fedcc81a7c0fee,session-2026-09-03-007
22,31,135,images/22/IMG_0728.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:53:17.386-04:00,image-9316843e3ebacf30,session-2026-09-03-007
22,31,180,images/22/IMG_0729.jpg,FALSE,Apple,iPhone 17,FALSE,1000,1/30,1.6,5.96,2026-09-03T15:53:31.523-04:00,image-919d1d9c14883a20,session-2026-09-03-007
22,31,225,images/22/IMG_0730.jpg,FALSE,Apple,iPhone 17,FALSE,1000,1/30,1.6,5.96,2026-09-03T15:53:53.280-04:00,image-508ec94f01bc51a6,session-2026-09-03-007
22,31,270,images/22/IMG_0731.jpg,FALSE,Apple,iPhone 17,FALSE,1000,1/30,1.6,5.96,2026-09-03T15:54:13.838-04:00,image-8f1c97b19016f571,session-2026-09-03-007
22,31,315,images/22/IMG_0732.jpg,FALSE,Apple,iPhone 17,FALSE,800,1/30,1.6,5.96,2026-09-03T15:54:42.499-04:00,image-a9498c73d80ab277,session-2026-09-03-007
23,32,0,images/23/IMG_0733.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T16:10:29.156-04:00,image-145efe4db4ebc6c0,session-2026-09-03-007
23,32,45,images/23/IMG_0734.jpg,TRUE,Apple,iPhone 17,FALSE,160,1/60,1.6,5.96,2026-09-03T16:10:41.874-04:00,image-73899b8ee6e5b146,session-2026-09-03-007
23,32,90,images/23/IMG_0735.jpg,TRUE,Apple,iPhone 17,FALSE,160,1/60,1.6,5.96,2026-09-03T16:11:09.115-04:00,image-cdcb4d9cd36ab32d,session-2026-09-03-007
23,32,135,images/23/IMG_0736.jpg,TRUE,Apple,iPhone 17,FALSE,160,1/60,1.6,5.96,2026-09-03T16:11:33.340-04:00,image-523dafba79edb4d5,session-2026-09-03-007
23,32,180,images/23/IMG_0737.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T16:12:06.968-04:00,image-68716f04ef000470,session-2026-09-03-007
23,32,225,images/23/IMG_0739.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T16:13:29.610-04:00,image-7d6deee2c5f5a0d1,session-2026-09-03-007
23,32,270,images/23/IMG_0740.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T16:13:39.333-04:00,image-b58c1f3224304eb0,session-2026-09-03-007
23,32,315,images/23/IMG_0741.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T16:13:59.599-04:00,image-d40522c087561c49,session-2026-09-03-007
23,33,0,images/23/IMG_0742.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T16:14:33.859-04:00,image-72e42a335031a42f,session-2026-09-03-007
23,33,45,images/23/IMG_0743.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T16:14:57.986-04:00,image-df3a0ab90dc80fdc,session-2026-09-03-007
23,33,90,images/23/IMG_0744.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T16:15:22.386-04:00,image-b129d92576eaae50,session-2026-09-03-007
23,33,135,images/23/IMG_0745.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T16:15:47.790-04:00,image-01026f04f0f06da4,session-2026-09-03-007
23,33,180,images/23/IMG_0746.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T16:16:20.999-04:00,image-70bd7e6dd98c8213,session-2026-09-03-007
23,33,225,images/23/IMG_0747.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T16:16:37.149-04:00,image-98b5786513b15929,session-2026-09-03-007
23,33,270,images/23/IMG_0748.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T16:16:48.965-04:00,image-d47f3920aa89d002,session-2026-09-03-007
23,33,315,images/23/IMG_0749.jpg,TRUE,Apple,iPhone 17,FALSE,125,1/60,1.6,5.96,2026-09-03T16:17:12.374-04:00,image-b9afd1d6834766b1,session-2026-09-03-007
23,34,0,images/23/IMG_0751.jpg,TRUE,Apple,iPhone 17,FALSE,160,1/60,1.6,5.96,2026-09-03T16:18:40.255-04:00,image-c3c47d4a56cfd0ba,session-2026-09-03-007
